Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=c39d18040425ef53,PostgreSQL 운영 및 데이터베이스 관리자 모집,카카오 4.0 성남 판교역,,"청하고 잘 이해하는 분 Database 운영 유경험자 ( PostgreSQL 운영 경험이 있으신 분 우대) python, go, bash 등 개발 경험이 있는 분 우대 클라우드 환경의 DB시스템 구축 및 운영 경험이 있는 분..."
https://kr.indeed.com/viewjob?jk=010d38b18b07b6bb,데이터 분야 경력,LG CNS 3.7 서울,,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
https://kr.indeed.com/viewjob?jk=96688eea9c1a9e28,Security Engineer (취약점 분석),Toss 서울 강남구,,"# 자격 요건 - 모의해킹 및 취약점 점검 경력이 있는 분 - 소스 코드 정적 취약점 점검에 능숙한 분 - Python, C, C++, JAVA 중 프로그래밍 언어에 능숙한 분 # 우대 사항 - 국내 또는 국외 버그 바운티..."
https://kr.indeed.com/viewjob?jk=dfe4f3638b0d10d2,블록체인 센터 백엔드 개발자 (경력),네오위즈 대한민국,,"센터 백엔드 개발자 (경력) 담당업무 블록체인을 이용한 서비스의 백엔드 설계 및 개발 자격요건 - Python/Node.js/Java 중 1가지 이상의 언어로, 서비스를 개발하는 것에 익숙한 분 - Restful API..."
https://kr.indeed.com/viewjob?jk=be95b5718905880f,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스 3.8 서울,,"Science를 위한 언어(R/ Python) 및 Tool(scikit-learn/Tensorflow 등) 능숙자 . Deep Learning Model 구현 경험자 . Java, Python등을 이용하여 분석을 위한 Data..."
https://kr.indeed.com/viewjob?jk=69ab0f58743cb713,21년 전문연구요원 (AI엔지니어),Nexon 성남 분당구,,"대상자 - 병역의무가 없거나 면제된 분, 병역의 의무를 마치신 분은 본 공고의 대상에서 제외됨 - Python에 숙련된 프로그래밍 능력과 머신러닝 라이브러리 활용 경험 - 머신러닝과 강화학습에 관련된 지식 습득 혹은..."
https://kr.indeed.com/viewjob?jk=46975ee759c13b8a,데이터 분석/처리 플랫폼 개발,NHN 4.4 성남 판교역,,"데이터 수집, 처리 및 지표 분석 경험 - 데이터 기반의 문제해결 역량 및 논리적 사고 - Java, Python, Scala 중 최소 1가지 언어를 이용한 데이터 분석 및 소프트웨어 개발 역량 - 통계분석..."
https://kr.indeed.com/viewjob?jk=649ccf047c868778,"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔 서울 영등포구,,"시스템, 머신러닝, 자연어처리. 패턴분석 - 다음 언어에서 최소 한 가지 이상 능숙자: Java, C++, Python, JavaScript 우대사항 - 석사이상 컴퓨터공학 (Computer Science) 분야 또는..."
https://kr.indeed.com/viewjob?jk=9a818d9d91db847d,Data Analytics SA,Amazon Web Services Korea LLC 서울,,"some relevant languages, tools and frameworks (e.g python, Java, R, scala, spark, Kafka, Hadoop ecosystem, presto, Hive..."
https://kr.indeed.com/viewjob?jk=9e1861e691426a98,Field AI Engineer,Graphcore 서울,,"hardware acceleration technologies Experience with Python and C++... depth knowledge of computer architectures, high..."
https://kr.indeed.com/viewjob?jk=84fd9f9deb6105b0,"웹개발, Python 외 신입/경력 계약직",쿠바로엠앤씨 서울 강서구,,"주식회사 쿠바로엠앤씨 웹개발, Python 외 신입/경력 계약직 채용 모집... 게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=2695294aea6dc3b6,MongoDB Engineer 모집,카카오 4.0 성남 판교역,,수 있는 분 Linux/Network에 대한 기초 지식이 있는 분 우대 사항 C/C++ 또는 Python 언어를 이용한 프로그램 개발(프로젝트) 경험이 있는 분 MongoDB 트러블 슈팅 경험이 있는 분 MongoDB...
https://kr.indeed.com/viewjob?jk=481f953ccaa4bc96,머신러닝 개발자 모집,넷마블 서울 구로구,,"시스템 운영 효율화 및 고도화 자격요건 - ML 관련 분야 경력 6년 이상 - Cloud 서비스 활용 경험 - Python, C/C++, SQL 사용 가능 - Tensorflow 또는 상응하는 라이브러리 활용 경험 우대사항..."
https://kr.indeed.com/viewjob?jk=bd71e33adadfe4ac,HE Cryptographer,Intel 4.1 서울,,Implementation skills for developing software prototypes with Python C C Java or other languages... Mathematica...
https://kr.indeed.com/viewjob?jk=b5b88516a299bbb2,(주)신세계아이앤씨 경력사원 상시,신세계아이앤씨 서울 중구,,"0명 공통사항 -. 자동화 Tool에 대한 이해 보유자 -. JAVA, C, JavaScript, Python, HTML, JSP 등 프로그래밍 언어 개발 경험자... Process 및 Process Mangement에..."
https://kr.indeed.com/viewjob?jk=f4750c486cc78516,VPS Application Engineer - HAV,Mentor Graphics (Korea) LLC 4.0 경기도 성남,,"Proficient in scripting languages used today (e.g., Perl, Python, various shell scripts/Makefiles, XML, JSON, etc.) Industry..."
https://kr.indeed.com/viewjob?jk=6bf25be7270a4108,(수정)동국대학교 데이터분석팀 일반연구원(계약직) 채용,동국대학교 4.3 서울 필동,,"자 4) 남자의 경우 병역필 또는 면제자 5) 한글, MS OFFICE 등 기본 문서작업 가능자 6) Python, R 프로그래밍 언어 사용 가능자 우대 2. 모집인원 : 0명 3. 근무조건 및 계약기간 구 분..."
https://kr.indeed.com/viewjob?jk=bd5ce1a809ec610a,Modem QA Contractor,聯發科技 경기도 성남,,4. Good verbal and written communication skills in English 5. Prefer programing experience(C/JAVA/ Python #LI-NOPOST
https://kr.indeed.com/viewjob?jk=241ae1e7499c461c,Security Engineer (모의해킹/취약점 점검),Toss 서울 강남구,,"그바운트 경험이 있는 분 - 해킹대회 우승 경력이 있는 분 - 다양한 플랫폼 보안 진단 경험이 있는 분 - Python, C, C++, C#, JAVA 중 프로그래밍 언어에 능숙 하신 분 # 현업 인터뷰 - 결제 산업의 미래..."
https://kr.indeed.com/viewjob?jk=dc029852eaddcc42,[대기업 그룹 IT 리딩기업]- AI 직무관련 다수 [과장급이상/처우최상...,yesconsulting 서울 종로구,,"recognition 기술 개발 유 경험자 우대 • 딥러닝 기반의 OCR 알고리즘 개발 - C/C++, Python programming 사용 경험 - 딥러닝 이론, 어플리케이션에 대한 이해 - 딥러닝 프레임워크 사용 경험..."
https://kr.indeed.com/viewjob?jk=7e9a745cd8bdcbe3,"Design Consultant, Staff",Synopsys 대한민국,,"industry DFT, MBIST, and ATPG tools •Experience scripting... Python and Tcl. Experience with Verilog or SystemVerilog RTL..."
https://kr.indeed.com/viewjob?jk=e631d46f39019d13,각 분야별 인재 Pool 등록,지투알 서울,,"자 - 데이터 분석 툴(Adobe Analytics 또는 Google Analytics) 유경험자 우대 - Python, R, SQL 역량 보유자 우대 - 데이터에 기반한 문제해결 능력 및 통계학적 지식 보유자 우대 업무내용..."
https://kr.indeed.com/viewjob?jk=0c32e6464cad3b0a,[카카오 클라우드]DBaaS(DataBase As A Service) 개...,카카오 4.0 성남 판교역,,"및 유지 보수 지원자격 필수 자격 협업을 우선 가치로 유연한 커뮤니케이션이 가능하신 분 golang, python 등으로 API 기반 서비스를 구현해본 경험이 있으신 분 서비스 요구 사항을 기능으로 구현할 수 있는 분..."
https://kr.indeed.com/viewjob?jk=ee6d176505ffa343,전장 개발 엔지니어,가오콘 서울 강서구,,"니다. 다만 경험이 없으시더라도 C/C++고급 능력을 바탕으로 Java, Python,Json에 익숙하신 분이라면 무리없이 적응하실 수 있으니 과감하게... 기반 , Java/Json/ Python/Xml 개발 경력자 [특별우대..."
https://kr.indeed.com/viewjob?jk=3cf01580ba5eb23a,NLP Researcher,AITRICS 서울,,"Stacks [Back-end] Language: python, golang Python Framework: Django, Bottle [Front... Language: python, golang Python Framework..."
https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,카카오 4.0 성남 판교역,,기능 기계학습 모델링 지원자격 개발 경력 3년 이상 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어( Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항...
https://kr.indeed.com/viewjob?jk=39371de8f58f18d5,(주)케이피엔 2021년 상반기 - 웹 개발,케이피엔 성남 분당구,,ㆍjQuery /javascript/ Python 필수 ㆍphp/MySQL... 서비스 개발자 - 1명 [지원 자격] ㆍ최근 4년 이상 개발 경험 ㆍ Python /javascript 필수 ㆍphp/PostgreSQL/ MySQL...
https://kr.indeed.com/viewjob?jk=092d062a6faa7139,데이터 분석가 모집,카카오 4.0 성남 판교역,,"이터 분석 지원자격 데이터 분석 업무를 수행할 수 있는 하나 이상의 언어 스킬 필수 (예. SQL, Python, R 등) 데이터 기반 프로젝트 경험이 있으신 분 (예: 통계 분석 프로젝트) 어떤 일이라도 중요하게 여기..."
https://kr.indeed.com/viewjob?jk=b574f1454ae36aab,Cross Border Ecommerce - Business Intell...,Shopee 서울,,business analyst related roles Proficient in SQL and Python Strong analytical skill and sensitivity to data Strong oral...
https://kr.indeed.com/viewjob?jk=da5d4dd560fb6f85,Data Scientist,Garrett Advancing Motion 경기도,,"System/Data Integration • High level programming skills ( Python, R, Matlab, C++ or Java) • Machine Learning Algorithms..."
https://kr.indeed.com/viewjob?jk=7af6301dc691d3ab,Data Scientist,Toss 서울 강남구,,"실무 경험 5년 이상 갖추신 분 - 실제 서비스 데이터를 이용한 분석모델 개발 경험이 있으신 분 - R, Python, Scala, SQL 등 데이터 분석의 업무를 수행할 수 있는 하나 이상의 개발 언어에 능숙하신 분 #..."
https://kr.indeed.com/viewjob?jk=c8d13289019f260f,[어니컴(주)] 데이터 분석가 신입/경력,어니컴 서울 용산구,,프로그래밍 언어: R 혹은 Python 활용 가능 - 통계 또는 기계학습에... 데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷...
https://kr.indeed.com/viewjob?jk=ccbd0e36b20627c2,마케팅데이터 분석전문가 (빅데이터),Exdigm 서울,,연어해석 기반 고객 데이터 연계한 분석과제 수행 및 인사이트 도출 (TA* - Text Analysis) 우대 - 통계패키지(SAS or R or Python) 활용능력 우대 - 머신러닝을 통한 예측 모형 개발 가능 우대
https://kr.indeed.com/viewjob?jk=3d5f8e364a71247e,Software Engineer (Back-end),Streami 서울,,"Experience in JavaScript, Python or Java... one of: Modern Javascript, Java, Python * Experience building and maintaining..."
https://kr.indeed.com/viewjob?jk=9c4f4236ac42f224,DBA 엔지니어,쏘카 대한민국,,"시계열 데이터베이스(InfluxDB) 구축 운영 경험이 있으신 분 • 자동화를 위한 스크립트 (Shell, Python, Ansible) 지식을 보유하신 분 • 새로운 기술 도입에 대한 오픈 마인드를 가지고 계신 분 전형절차..."
https://kr.indeed.com/viewjob?jk=4bd70fb8a220d90d,[Janssen] Data Scientist,Johnson & Johnson Family of Companies 4.2 서울,,"Expertise in one or more programming languages... R, Python or SAS. 7. Knowledge of relational database architecture..."
https://kr.indeed.com/viewjob?jk=b30b332cacf6dc2d,OLED 광학 분야 경력사원,LG디스플레이 3.4 서울 마곡역,,"Tool (SETFOS, FEM/FDTD, Lighttools Code V 등) 유경험자 3) Matlab, Python, VBA 활용 데이터처리 가능자 4) ML 경험자 석사 이상 졸업 입사지원은 LG그룹 채용 홈페이지..."
https://kr.indeed.com/viewjob?jk=4cd34228af5013fd,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원 대구 현풍면,,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
https://kr.indeed.com/viewjob?jk=7cb5c3076d1701db,"Field Applications Engineer, Audio",Dolby 서울,,"High level or detailed knowledge of SOC design. C/C++, python coding skills. Knowledge of music, audio/video production..."
https://kr.indeed.com/viewjob?jk=f565607a390f8b13,[헥스콘] 2021년 상반기 백엔드 서버 개발자,헥스콘 창원 의창구,,"기술스택] 1) 사용언어 : Java, Kotlin, C++, HTML, CSS, Swift, Object-C, Python, Php, Node.js 2) 사용DB : MySQL, MSSQL, Maria DB, Oracle..."
https://kr.indeed.com/viewjob?jk=2ad0f62f50147fa4,국내카드사 DW개발/운영.,제이엔커리어 서울 서초구,,"Presto 등 Hadoop Ecosystem의 이해 필요 - JAVA, Python 개발 경험자 - 프레임워크 외 오픈소스 도입 등의 유연한 사고... 의 이해 필요 - JAVA, Python 개발 경험자 - 프레임워크 외..."
https://kr.indeed.com/viewjob?jk=25725b3c0e607311,Junior Quant Trader,Byzantine Partners 서울,,background is a plus Programming capability is mandatory (i.e. Python) Understanding of machine learning algorithm is a plus...
https://kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오 4.0 성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
https://kr.indeed.com/viewjob?jk=28b676c81d7ef247,OPC Applications Engineer,Synopsys 경기도 성남,,"skills, including Windows, Linux, scripting (e.g. TCL, Python, Perl) and programming skills. Experience with MATLAB or TCL..."
https://kr.indeed.com/viewjob?jk=e8a4630bec0783e8,2021 Market Data Analyst - Seoul,Bloomberg 서울,,"work experience using one more programming language... Python, SQL and R Fluency in Korean and English (both spoken..."
https://kr.indeed.com/viewjob?jk=2b2dcd3ffe3d53df,카카오 데이터의 가치를 발굴할 데이터 분석가 모집,카카오 4.0 성남 판교역,,"기술 통계량 이해 및 해석) 데이터 분석 업무를 수행할 수 있는 언어 스킬 필수 SQL 필수 R 또는 Python을 다룰 수 있는 분 (SAS, SPSS, GA, tableau 등 통계 툴만 사용 가능한 경우 제외) 하둡..."
https://kr.indeed.com/viewjob?jk=78f5465432356e17,Sr Systems Administrator I,Raytheon Intelligence & Space 대한민국,,"Experience with Linux/Unix scripting, C++, Java, Perl, Python, Sybase... SQL. - Experience with Linux/Unix tools, YUM..."
https://kr.indeed.com/viewjob?jk=9d4dcd9b1c3270c8,RF SW Engineer,Qualcomm CDMA Technologies (Korea) YH 서울,,programming skill in C/C++ - Visual C++ / Java / Python programming skill is plus - Strong experience in RF software...
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.0 성남 판교역,,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
https://kr.indeed.com/viewjob?jk=0064deb5fa9cbce0,데이터 사이언티스트 모집,카카오 4.0 성남 판교역,,"양한 실험을 통해 알고리즘을 개선합니다. 지원자격 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분( Python, Java, C/C++, Scala 등) 머신러닝/딥러닝 오픈소스를 이용하여 1년 이상 특정 서비스에 모델..."
https://kr.indeed.com/viewjob?jk=da5c549bf1a76ded,데이터 사이언스(데이터 모델링 및 추천 모델링),NHN 4.4 성남 판교역,,"AB테스트, 결과 해석 등) - 리눅스 환경에서 머신 러닝 및 데이터 분석 관련 언어, 라이브러리( Python, R, SQL, tensorflow 등) 능숙한 활용 - 머신러닝, 추천 , 딥러닝 관련 논문을..."
https://kr.indeed.com/viewjob?jk=9f4a404b406dd19e,[KSTEC] 2021년 경력 사원 (SW개발자),지식시스템 성남 분당구,,"개발 (SPSS, SAS, R, Python, Java 기반) 2. 기업용... 경력 3년 ~ 10년 [기술요구사항] 1. SPSS, SAS, R, Python, Java 등 데이터분석/AI개발 도구 사용 가능자 2. Java..."
https://kr.indeed.com/viewjob?jk=9e1861e691426a98,Field AI Engineer,Graphcore 서울,,"hardware acceleration technologies Experience with Python and C++... depth knowledge of computer architectures, high..."
https://kr.indeed.com/viewjob?jk=dfe4f3638b0d10d2,블록체인 센터 백엔드 개발자 (경력),네오위즈 대한민국,,"센터 백엔드 개발자 (경력) 담당업무 블록체인을 이용한 서비스의 백엔드 설계 및 개발 자격요건 - Python/Node.js/Java 중 1가지 이상의 언어로, 서비스를 개발하는 것에 익숙한 분 - Restful API..."
https://kr.indeed.com/viewjob?jk=96688eea9c1a9e28,Security Engineer (취약점 분석),Toss 서울 강남구,,"# 자격 요건 - 모의해킹 및 취약점 점검 경력이 있는 분 - 소스 코드 정적 취약점 점검에 능숙한 분 - Python, C, C++, JAVA 중 프로그래밍 언어에 능숙한 분 # 우대 사항 - 국내 또는 국외 버그 바운티..."
https://kr.indeed.com/viewjob?jk=3933762f9f06df56,Data Scientist(CSS 모델링),Toss 서울 강남구,,"3년 이상) - 머신러닝 등 최신 알고리즘을 활용하여 실제 비즈니스 문제 해결 경험이 있으신 분 - SQL, Python, R 등 통계/분석 프로그램을 다룰 수 있으신 분 # 우대 사항 - 금융권 데이터 분석 및 모델링 업무..."
https://kr.indeed.com/viewjob?jk=3c281c47996e7b20,2021년도 BNK시스템 경력직원,BNK시스템 부산 강서구,,"처리 (경력직, 정규직) ○명 [필수사항] • 관련 경력 3년 이상 • ETL 관련 설계/개발 경험자 • Python, R 개발 경험자 • 데이터 분석 시스템 구축 운영 경험자 • 정보처리기사 자격증 소지자 [우대사항..."
https://kr.indeed.com/viewjob?jk=6bfec9fa5d0c15f5,1분기 개발자 (신입/경력),이스트게임즈 서울 서초구,,"C/C++, C#, Swift, Objective C, Kotlin, Java, JavaScript, Python, Go. - 새로운 프로그래밍 언어를 습득하는데 어려움이 없거나 혹은 흥미를 갖고 있는 분 - Windows..."
https://kr.indeed.com/viewjob?jk=5fabc892216e1c62,[Business Insights] Business Data Analys...,PUBG 서울,,"analytics... digital, consumer facing company • Knowledge of Python and Spark • Experience with large individual customer..."
https://kr.indeed.com/viewjob?jk=c39d18040425ef53,PostgreSQL 운영 및 데이터베이스 관리자 모집,카카오 4.0 성남 판교역,,"청하고 잘 이해하는 분 Database 운영 유경험자 ( PostgreSQL 운영 경험이 있으신 분 우대) python, go, bash 등 개발 경험이 있는 분 우대 클라우드 환경의 DB시스템 구축 및 운영 경험이 있는 분..."
https://kr.indeed.com/viewjob?jk=60d03da8a3724068,이공계 전문기술 연수사업 수강생,경기도경제과학진흥원 서울,,용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일...
https://kr.indeed.com/viewjob?jk=5cb14c0712a6c4c1,시스템 엔지니어링,NHN 4.4 성남 판교역,,"Windows OS 스킬 보유 및 X86 서버 운영 경험 보유 - 기본적인 운영도구 개발 가능자 * Python, Django, JAVA - 웹 서비스 또는 플랫폼 개발 경력 보유자 - OpenStack 기반의..."
